Index,lat,lon,2023,2024,2025_predicted
1,23.141503,77.485499,17.46333313,15.90181828,14.340303430000013
2,24.822467,87.966962,12.94916725,10.09727287,7.24537849000001
3,29.519892,74.335958,2.634166718,2.74000001,2.845833302000001
4,27.297038,81.541637,1.850833297,1.359090924,0.8673485509999983
5,27.48692,78.79217,17.04750061,15.97999954,14.912498470000006
6,30.139674,74.5377,6.000833511,13.82636356,21.651893608999984
7,23.18649,72.5602,13.2966671,12.22000027,11.143333440000006
8,22.7998439,86.1444717,19.88750076,21.04363632,22.199771880000007
9,17.685435,83.149931,7.114166737,6.860908985,6.607651233000002
10,27.303578,78.003327,15.49749947,15.12181854,14.746137610000009
11,26.858351,81.422451,6.619166851,7.453636169,8.288105487
12,22.975793,72.650335,21.74083328,21.8572731,21.973712920000008
13,22.973846,72.473028,11.42916679,11.29272747,11.156288150000005
14,22.9713406,72.6613226,14.99666691,16.47908974,17.96151257
15,26.198251,81.032982,2.573333263,3.019090891,3.4648485189999967
16,26.235591,81.609372,2.475833416,2.081818104,1.6878027919999994
17,17.503027,77.431011,1.274999976,1.139999986,1.0049999959999996
18,19.153364,72.965778,14.41166687,14.33454609,14.257425310000006
19,18.970378,73.008119,17.77000046,29.69181824,41.61363601999997
20,25.87995,79.210312,6.334166527,6.352727413,6.3712882990000015
21,27.508121,75.344381,8.464166641,7.908181667,7.352196693000003
22,28.612334,77.281911,43.06333542,43.97999954,44.89666366000004
23,26.7288131,83.2754187,6.404999733,6.903636456,7.402273179
24,26.3395,80.7057,2.206666708,17.95909119,33.71151567199996
25,27.053626,78.277169,10.52250004,9.170908928,7.819317816000004
26,26.845635,80.710711,34.45666504,25.54181862,16.626972200000044
27,27.0033012,78.9769078,2.557499886,2.415454626,2.2734093659999983
28,26.949591,79.076293,10.3125,10.59636402,10.88022804
29,26.913797,79.158391,9.472499847,8.166363716,6.860227585000004
30,26.909319,79.331535,8.09916687,5.856363773,3.6135606760000076
31,26.913619,79.160199,7.327499866,6.692727566,6.057955266000004
32,27.070904,79.653549,3.078333378,5.029090881,6.979848383999995
33,26.98693,79.814441,1.617499948,1.807272792,1.9970456359999975
34,26.929426,79.88097,3.696666718,3.579999924,3.4633331299999996
35,26.926112,80.200743,10.56166649,9.240908623,7.920150756000004
36,26.9047203,80.48483,2.094166756,2.135454655,2.1767425539999987
37,27.038767,78.335211,7.151666641,6.838181973,6.524697305000002
38,26.8506024,80.6686972,3.859999895,3.483636379,3.107272863000002
39,26.998814,78.58165,6.767499924,6.147272587,5.527045250000002
40,26.966501,78.812958,12.55999947,11.60909081,10.658182150000007
41,27.015798,78.946526,14.79500008,13.1072731,11.419546120000012
42,26.912105,80.027101,12.89750004,14.68727303,16.47704602
43,26.06978,80.163008,3.804999828,4.369091034,4.933182239999999
44,22.269666,79.545141,1.0,1.0,0.9999999999999982
45,32.199801,77.188008,1.664999962,1.202727318,0.7404546740000004
46,23.2730374,73.2044535,1.0,1.0,0.9999999999999982
47,15.486433,77.901078,1.676666617,1.2590909,0.8415151829999994
48,29.085436,75.320028,1.975833297,1.547272682,1.1187120669999988
49,30.527449,76.813037,13.72666645,14.8381815,15.949696550000002
50,26.369652,82.886172,2.920833349,2.450909138,1.9809849269999997
51,15.528545,75.049936,2.291666746,2.334545374,2.377424001999998
52,23.1021426,76.875811,2.735000134,5.676363468,8.617726801999993
53,27.101301,77.090874,5.852499962,6.171818256,6.49113655
54,25.98111111,83.05694444,1.905833364,4.357272625,6.808711885999993
55,29.366693,76.481095,16.15166664,14.18181801,12.211969380000014
56,23.0073,72.3477,14.3241663,13.39727306,12.470379820000007
57,23.0709,71.785,6.465000153,5.704545498,4.944090843000003
58,23.0009,71.3728,8.739999771,7.758182049,6.776364327000004
59,23.0725,70.8583,3.832499981,4.650908947,5.469317912999998
60,22.594556,72.981298,8.817500114,10.27090931,11.724318506
61,26.594931,79.268034,14.27499962,12.0163641,9.757728580000013
62,25.612351,81.642036,5.065833569,5.371818066,5.677802563
63,17.810312,73.971381,8.261666298,8.827272415,9.392878532
64,17.35945,75.079423,14.58083344,12.5363636,10.49189376000001
65,16.672222,82.147222,2.458333254,2.295454502,2.13257575
66,22.8654,74.5519,1.551666737,1.640909076,1.7301514149999973
67,12.1239228,79.9107642,2.494166613,1.916363597,1.3385605810000003
68,20.553225,78.971649,1.0,1.0,0.9999999999999982
69,19.361481,73.165874,13.72666645,15.74727249,17.767878530000004
70,25.091152,75.198814,9.950833321,12.58363628,15.216439238999998
71,26.297778,86.632891,3.404999971,3.419090986,3.4331820009999996
72,18.1278333,76.3583021,4.739166737,2.898181915,1.0571970930000054
73,18.470159,76.751146,1.0,6.690000057,12.380000113999985
74,28.725089,76.846528,6.81916666,7.800909042,8.782651423999999
75,26.301062,81.9459196,5.072500229,4.916363716,4.760227203000001
76,32.44013,77.1651,1.0,1.011818171,1.0236363419999979
77,12.346862,79.779856,4.943333149,4.355454445,3.7675757410000026
78,24.960572,82.276151,2.050833225,2.084545374,2.118257522999998
79,12.776883,77.777119,37.17666626,32.1427269,27.108787540000034
80,25.4913,80.47,7.465000153,11.63727283,15.809545506999992
81,25.498322,84.488333,10.13249969,7.799090862,5.465682034000009
82,25.216966,78.464471,6.047500134,5.398181915,4.748863696000003
83,31.0114039,76.389817,7.658333302,6.840000153,6.021667004000004
84,27.505578,82.374824,3.108333349,2.50363636,1.898939371
85,19.223505,81.932872,1.0,1.011818171,1.0236363419999979
86,28.476208,77.305485,48.60833359,51.02545547,53.442577350000015
87,26.065386,80.657641,16.19416618,28.66909027,41.14401435999997
88,16.8503326,80.6335241,1.231666684,1.0,0.7683333159999979
89,30.2476529,75.6396108,2.75,2.724545479,2.6990909579999984
90,19.172077,75.346182,1.225833297,1.326363683,1.4268940689999976
91,21.298056,76.321111,1.102499962,1.076363683,1.0502274040000001
92,22.879111,77.830472,1.463333368,1.433636427,1.4039394859999978
93,26.5475364,74.5069619,1.990833282,2.030909061,2.0709848399999986
94,26.527359,76.250052,32.0008316,26.75727272,21.51371384000003
95,28.575254,76.820849,5.965833187,6.337272644,6.708712100999998
96,29.298647,75.8199341,7.122499943,7.410909176,7.699318409
97,25.8843501,74.1608431,1.514166713,1.519090891,1.524015068999999
98,26.43195,76.373506,2.339999914,3.24727273,4.154545545999999
99,13.79295,77.764358,5.804166794,5.109090805,4.414014816000002
100,25.5903343,73.9028527,2.085833311,2.461818218,2.837803124999997
101,22.6307,72.1793,8.388333321,8.892726898,9.397120475000001
102,22.781523,77.733774,8.461667061,7.455454826,6.449242591000005
103,27.5273,76.7169,6.366666794,6.102727413,5.838788032000002
104,22.315154,77.250122,3.918333292,8.825454712,13.732576131999991
105,23.04675,79.9073666,3.983333349,4.536363602,5.089393854999997
106,29.485337,76.512439,15.39999962,9.642726898,3.885454176000019
107,29.026614,76.399856,9.88583374,12.85545444,15.825075139999996
108,26.054337,82.339392,5.208333492,9.752727509,14.297121525999987
109,27.883269,77.666004,3.619999886,9.161818504,14.703637121999986
110,24.575655,77.286901,2.848333359,2.447272778,2.046212197000002
111,22.8436452,79.3582326,1.173333406,1.077272773,0.9812121399999967
112,22.93523,72.51976,7.274166584,8.408182144,9.542197703999998
113,24.946609,92.756356,1.0,1.0,0.9999999999999982
114,25.293327,73.085753,1.625833273,1.356363654,1.0868940349999985
115,28.959724,77.443155,9.643333435,6.096363544,2.54939365300001
116,25.202348,86.081872,3.679166555,3.788181782,3.897197008999999
117,22.34462627,87.12665241,4.053333282,4.053636551,4.053939820000001
118,30.22749,74.763624,12.48166656,9.530909538,6.58015251600001
119,31.42038,76.7983,7.664166451,14.15818214,20.652197828999984
120,22.4097,71.0155,3.123333216,3.25818181,3.3930304039999992
121,25.357245,79.427843,2.5625,2.881818295,3.201136589999999
122,28.8048,76.2232,2.781666756,2.114545345,1.4474239339999988
123,21.7096842,85.5834615,2.725833416,8.081818581,13.437803745999986
124,25.5275,80.4036,2.94749999,4.079091072,5.210682153999995
125,14.131169,78.75682,1.13166666,1.0,0.8683333399999977
126,13.336395,78.612892,3.436666727,2.829090834,2.2215149410000006
127,15.1520743,76.6083795,5.382500172,3.884545565,2.386590958000002
128,13.090678,77.399788,57.96333313,56.96090698,55.958480830000035
129,14.90999,75.2798,10.35833359,8.311818123,6.265302656000007
130,32.838928,74.940536,4.120833397,4.090000153,4.059166908999999
131,12.850056,77.588333,37.76416779,29.44818115,21.132194510000033
132,23.805957,79.370837,2.273333311,3.357272863,4.441212414999998
133,23.4916993,87.3768623,45.08750153,50.54909134,56.01068115000001
134,27.271443,74.345791,1.853333235,1.845454574,1.8375759129999976
135,28.932477,79.929189,2.917500019,3.156363726,3.3952274329999987
136,26.6294023,81.3329506,5.469166756,4.460000038,3.4508333200000045
137,25.670914,88.080268,17.4058342,10.68999958,3.9741649600000226
138,26.3854208,80.018945,27.77249908,25.19000053,22.607501980000016
139,26.320813,78.272572,4.421666622,4.972727299,5.523787975999998
140,26.932005,77.933357,5.380000114,5.78363657,6.187273025999998
141,26.68816,75.904726,6.1875,7.599091053,9.010682105999999
142,22.816212,75.848384,6.292500019,10.05090904,13.809318060999992
143,27.335508,78.031048,3.701666594,3.891818285,4.081969975999997
144,28.047877,72.349573,1.146666646,1.0,0.8533333539999974
145,25.804725,87.590748,2.994166613,3.376363754,3.7585608949999987
146,18.7042,79.417,5.645833492,4.71454525,3.7832570080000014
147,14.7082937,78.8723146,1.49666667,1.50363636,1.5106060499999971
148,27.073778,79.84339,15.45416641,12.75272751,10.051288610000011
149,29.127304,76.209427,3.402499914,3.031818151,2.661136388
150,25.033192,74.816392,4.472499847,4.918181896,5.363863944999999
151,20.141754,73.9764485,4.875,4.863636494,4.852272987999999
152,14.50018,77.79659,1.482499957,1.413636327,1.344772696999999
153,13.263241,77.944733,4.166666508,4.100909233,4.035151958
154,24.642639,76.027472,16.30666733,16.92000008,17.533332830000006
155,31.204433,75.876799,10.03333282,8.013636589,5.9939403580000095
156,25.076435,79.327525,1.0,1.0,0.9999999999999982
157,24.493444,81.143406,4.087500095,2.637272596,1.1870450970000013
158,14.7104272,74.2935113,4.074999809,2.374545574,0.6740913390000021
159,27.11918695,82.89602275,3.095833302,3.301818132,3.5078029619999995
160,23.763627,86.79803,17.06666756,14.03999996,11.013332360000014
161,12.9628049,76.7704144,5.626666546,4.371818066,3.1169695860000033
162,28.1884316,78.3480532,1.202499986,1.216363668,1.230227349999998
163,25.637696,83.839836,32.56999969,18.22545433,3.8809089700000516
164,29.911694,78.020722,11.74166679,18.80090904,25.860151289999987
165,21.985168,72.09187,20.40416718,13.6245451,6.844923020000024
166,28.594353,73.810058,1.652500033,1.785454512,1.918408990999998
167,26.343119,87.236811,6.410833359,6.336363792,6.2618942250000025
168,26.224711,76.370728,1.519166708,1.524545431,1.529924153999997
169,20.944516,86.327633,8.470833778,13.10454559,17.738257401999995
170,25.2322,87.0094,9.578332901,8.793636322,8.008939743000004
171,29.071744,77.0601904,37.17333221,36.54545593,35.917579650000036
172,30.760763,76.607911,14.12583351,14.25090885,14.375984190000004
173,29.9105,76.50713,3.212500095,3.364545345,3.5165905949999985
174,20.43495,72.917204,8.155833244,8.093636513,8.031439782000001
175,29.931253,77.820383,33.26749802,30.41636276,27.565227500000027
176,23.912345,71.783983,3.143333435,4.146363735,5.149394034999997
177,28.208603,76.203269,2.370833397,3.398181915,4.425530432999997
178,20.234893,78.017434,4.495833397,2.769999981,1.0441665650000038
179,26.91668,76.432023,16.79500008,13.51090908,10.226818080000012
180,26.635829,82.126764,4.846666813,6.578181744,8.309696674999996
181,21.805381,70.663976,4.345000267,3.793636322,3.242272376999999
182,19.752854,73.775314,12.67000008,30.82454681,48.97909353999997
183,23.11564,72.6421,16.38666725,17.08636284,17.786058430000004
184,21.090354,72.922502,26.82416725,22.28999901,17.755830770000017
185,22.79296,73.842845,8.215833664,6.983636379,5.7514390940000055
186,29.5326385,75.2009966,3.590833426,2.813636303,2.0364391800000003
187,26.226938,82.670703,8.939167023,11.90454578,14.869924536999996
188,18.20539,78.398299,3.201666832,4.991818428,6.781970023999995
189,24.143877,71.977151,2.435833216,5.557272434,8.678711651999992
190,26.657489,78.869295,1.248333335,1.115454555,0.9825757749999973
191,26.5992,83.40222,3.706666708,9.74636364,15.786060571999986
192,28.174303,76.824531,10.22166634,11.34000015,12.458333960000001
193,19.281255,73.048291,26.1875,27.4290905,28.67068100000001
194,28.800192,77.619238,7.852499962,7.539999962,7.227499962000002
195,21.9322781,82.0123636,4.896666527,3.698181868,2.4996972090000025
196,25.640861,72.000211,2.023333311,1.806363583,1.5893938549999973
197,23.37114,77.50287,2.081666708,1.789090872,1.496515035999999
198,24.494001,72.268802,1.271666646,1.0,0.7283333539999983
199,22.9751708,76.2184202,4.96333313,9.224545479,13.48575782799999
200,14.7359233,79.0492478,8.018333435,7.979090691,7.9398479470000005
201,29.125868,77.576617,3.450000048,10.88727283,18.324545611999984
202,23.5968864,75.1640542,1.764999986,2.045454502,2.3259090179999973
203,21.505816,85.058237,9.330833435,9.233635902,9.136438369000002
204,23.131733,78.506008,3.605833292,3.119999886,2.634166480000002
205,16.786741,75.739648,10.97416687,9.129091263,7.2840156560000064
206,28.520428,77.600397,22.05666733,30.13636398,38.216060629999994
207,24.020435,75.290547,1.722499967,1.666363597,1.6102272269999993
208,26.055268,78.252663,5.159166813,5.027272701,4.895378589000002
209,26.121857,74.062484,13.83333302,11.34181786,8.850302700000013
210,25.371114,73.201486,7.377500057,5.324545383,3.271590709000007
211,26.121857,74.062484,13.83333302,11.34181786,8.850302700000013
212,28.468107,75.889119,2.666666746,2.415454388,2.1642420300000005
213,25.4138,80.5719,1.099166632,1.0,0.9008333679999971
214,26.9970148,84.375504,1.829166651,1.522727251,1.2162878509999988
215,22.413346,72.8518924,9.122499466,11.56727219,14.012044913999997
216,9.3981517,78.7140107,2.928333282,2.632727385,2.3371214879999984
217,20.740615,83.630556,1.516666651,2.109999895,2.703333138999997
218,15.886754,80.070843,11.10000038,8.896363258,6.692726136000006
219,17.141561,78.350437,1.793333292,1.924545407,2.0557575219999995
220,26.33326217,76.24529152,7.853333473,18.50545502,29.157576566999975
221,10.64127,78.581277,11.4491663,9.768181801,8.087197302000009
222,25.1018238,71.5596583,1.619166613,1.521818161,1.4244697089999976
223,23.03015,78.514381,1.0,1.0,0.9999999999999982
224,17.000291,74.783872,15.09416676,8.350909233,1.60765170600002
225,20.885548,73.052162,4.877500057,5.698182106,6.518864154999998
226,20.85612,78.963632,5.55583334,5.237272739,4.918712138
227,12.8751,75.0039,2.353333235,2.622727156,2.892121076999996
228,28.767149,78.110043,26.73999977,31.51181793,36.28363609
229,25.7478818,84.9518215,3.149166584,3.139091015,3.1290154460000004
230,30.908345,76.545373,7.776666641,8.18636322,8.596059799
231,28.304683,76.223563,14.67583275,14.25090885,13.825984950000006
232,14.543497,79.862213,3.305000067,2.572727203,1.8404543390000008
233,14.121006,77.153804,1.0,1.0,0.9999999999999982
234,14.059589,79.894624,2.465000153,2.304545403,2.144090653
235,27.3481934,73.1086112,3.589166641,13.02818203,22.467197418999977
236,12.521607,76.041609,1.0,1.0,0.9999999999999982
237,12.8616039,80.1718917,9.125,9.82818222,10.53136444
238,12.9564,80.2412,37.7816658,36.29090881,34.800151820000025
239,29.197681,76.469761,1.459166646,1.618181825,1.777197003999997
240,20.223616,73.664849,2.079999924,2.229090929,2.378181933999997
241,23.58209,76.189842,1.0,1.295454502,1.5909090039999993
242,14.979577,78.574764,3.207499981,5.265454769,7.3234095569999935
243,30.9887,75.7908,7.682499886,6.919091225,6.155682564000004
244,31.0241526,75.3044463,1.688333273,1.50727272,1.3262121669999969
245,23.2547289,75.7179749,2.036666632,2.75090909,3.465151547999999
246,14.556782,75.728072,4.876666546,6.853636265,8.830605983999995
247,19.1700886,74.0751759,8.923333168,5.71454525,2.5057573320000097
248,26.036608,79.577976,4.922500134,4.397272587,3.8720450400000006
249,20.96707,79.204168,5.606666565,3.309090853,1.0115151410000056
250,23.88747,78.87,5.115000248,4.050000191,2.9850001340000016
251,24.563182,88.019993,7.119999886,12.54090881,17.961817733999986
252,30.738834,76.897977,16.57583427,16.74454498,16.913255690000007
253,29.861128,76.641341,20.85333252,15.88636398,10.919395440000024
254,18.8377812,73.8800121,9.527500153,10.92545509,12.323410027
255,20.325219,74.210736,5.644999981,8.720909119,11.796818256999993
256,15.460198,78.451697,8.189167023,9.924545288,11.659923552999997
257,23.6570433,76.6148339,7.385833263,6.010909081,4.635984899000006
258,26.0265755,84.4909225,1.352499962,1.311818123,1.271136283999999
259,27.349756,74.671431,2.376666784,2.680909157,2.9851515299999987
260,26.731065,84.748063,3.19083333,2.849999905,2.5091664799999993
261,19.890544,72.942644,2.702500105,2.906363726,3.1102273469999995
262,10.480588,77.637335,12.89916611,22.89727211,32.89537810999998
263,15.910173,76.446321,1.0,1.0,0.9999999999999982
264,28.9974934,75.6043331,9.922499657,11.34000015,12.757500643
265,26.781298,82.417008,3.633333206,3.545454502,3.4575757980000015
266,30.82474,75.59007,10.52000046,11.38636398,12.252727500000002
267,12.910943,79.40121,9.414999962,8.264545441,7.114090920000004
268,28.7017268,77.6197457,22.36333275,20.12545395,17.887575150000014
269,28.0989714,77.3639658,9.700833321,10.94909096,12.197348599
270,29.585833,77.778333,8.499166489,7.817272663,7.135378837000003
271,28.712879,76.724937,5.985833168,6.229090691,6.472348213999999
272,24.674,71.8271,3.5,3.726363659,3.952727317999999
273,21.299821,82.942781,7.653333187,7.203636169,6.753939151000003
274,31.617167,74.692378,3.858333349,6.393636227,8.928939104999994
275,21.842211,78.433626,2.088333368,1.159090877,0.22984838600000046
276,23.2305,75.127,3.75999999,4.191818237,4.623636483999998
277,18.273462,83.807965,7.590000153,6.336363792,5.082727431000005
278,26.6132644,77.5154327,1.0,1.0,0.9999999999999982
279,16.885015,80.160654,10.16250038,8.261817932,6.361135484000005
280,15.698996,80.237627,4.090000153,4.060909271,4.031818389
281,16.418376,74.540661,1.534166694,1.230909109,0.9276515239999981
282,13.253075,80.2387214,10.5666666,8.588181496,6.60969639200001
283,13.7881724,79.5894634,1.426666617,2.125454426,2.8242422349999963
284,9.8767572,78.1349936,4.433333397,3.624545336,2.8157572750000037
285,17.471528,79.980556,1.254999995,1.454545498,1.6540910009999976
286,26.1611,79.2797,17.18250084,20.66818237,24.153863899999997
287,17.0811,77.581,1.786666632,1.554545403,1.3224241739999991
288,23.725416,78.809126,4.090000153,3.278181791,2.4663634290000003
289,25.2513,80.7444,8.699167252,8.644545555,8.589923858000002
290,9.989594,78.244086,7.909166813,7.418181896,6.927196979000003
291,14.810899,78.338884,1.0,1.0,0.9999999999999982
292,26.331776,78.489637,1.0,1.0,0.9999999999999982
293,22.931,75.2507,4.372499943,3.899091005,3.4256820670000003
294,13.302065,77.161956,10.78666687,9.480909348,8.17515182600001
295,13.811786,77.576451,1.815000057,2.369999886,2.9249997149999967
296,31.624658,75.640296,4.864166737,8.122727394,11.381288050999993
297,24.5483246,81.3467263,11.77916622,13.15636349,14.53356076
298,21.303367,72.95418,10.97749996,12.3381815,13.698863039999999
299,22.7662305,82.4799789,2.264166594,1.784545422,1.3049242499999991
300,29.829579,75.785305,1.169166684,6.527272701,11.885378717999986
301,26.4884,77.98028,20.27083397,18.99363708,17.716440190000007
302,26.468079,78.010109,12.16583347,11.48272705,10.799620630000003
303,24.049466,77.649413,2.400000095,1.766363621,1.1327271469999998
304,12.884139,77.501694,24.70666695,21.53909111,18.371515270000025
305,12.4421692,76.1016017,1.639166713,1.673636317,1.7081059209999987
306,28.603991,77.269563,29.17499924,28.73454475,28.294090260000022
307,14.6853947,79.5155303,1.033333302,1.154545426,1.2757575499999998
308,27.71179,75.21063,1.418333292,1.511818171,1.6053030499999972
309,28.606077,76.304827,18.31083298,22.35090828,26.390983579999997
310,25.248275,82.994017,14.3125,18.99909019,23.685680379999994
311,25.6158907,78.4787578,8.438333511,7.381818295,6.3253030790000055
312,26.476602,90.712074,2.085000038,1.821818113,1.5586361879999995
313,29.31922,76.918442,4.521666527,3.946363688,3.371060849000002
314,19.2587,72.8718,22.43833351,25.87272644,29.30711937000001
315,24.500543,73.720874,13.33416653,20.31272697,27.29128740999999
316,26.5244139,81.0661465,9.902500153,10.1427269,10.382953647
317,25.8653,79.4241,13.29083347,14.47636318,15.66189289
318,23.97131509,75.408085,1.739166617,4.132727146,6.526287674999993
319,25.580548,84.060688,10.75666714,13.9981823,17.239697459999995
320,13.036175,78.515049,3.999166727,4.03727293,4.075379133
321,22.424746,75.072311,1.519166708,1.340000033,1.1608333579999988
322,22.698891,88.288862,14.88666725,18.11636353,21.34605981
323,30.840344,74.976922,6.448333263,5.96818161,5.488029957000002
324,20.961278,70.334386,5.103333473,6.407272816,7.711212158999997
325,21.931642,84.892881,8.640832901,8.433636665,8.226440429000004
326,20.450625,78.755243,1.372499943,1.25818181,1.143863676999997
327,28.687737,77.535805,15.43666649,19.22636414,23.016061789999995
328,20.972921,76.179151,8.288333893,13.6254549,18.962575906999987
329,28.674961,77.495589,55.39666748,50.18181992,44.96697236000006
330,20.82554091,76.2021409,1.725833416,1.467272758,1.2087120999999996
331,25.716217,78.701949,1.230000019,1.261818171,1.2936363229999976
332,22.741519,74.836537,5.078333378,6.370909214,7.663485049999998
333,25.883916,76.530155,2.270833254,2.920000076,3.569166897999998
334,27.0868994,75.8345568,5.827499866,4.880000114,3.9325003620000034
335,16.4125284,80.7880218,4.106666565,3.294545412,2.482424259000001
336,22.397144,87.522855,6.299166679,6.657272816,7.015378953
337,18.700286,73.692154,13.21000004,16.22818184,19.24636364
338,25.649086,92.047615,1.023333311,1.00636363,0.9893939489999983
339,23.417531,74.996667,1.657500029,2.328181744,2.998863458999998
340,26.30662,72.5873316,7.639999866,28.5009079,49.36181593399996
341,28.930637,79.475637,11.59166718,11.5881815,11.584695820000002
342,25.518048,82.998103,3.040833235,5.747272491,8.453711746999995
343,27.753685,73.360601,3.734999895,11.35545444,18.975908984999982
344,13.1935464,77.6475256,40.08750153,52.63727188,65.18704223
345,24.782925,79.81691,19.02249908,15.23272705,11.442955020000017
346,24.516005,77.769897,1.306666613,1.160909057,1.0151515009999983
347,22.929,76.0463,27.53583336,27.83272743,28.12962150000001
348,28.3458569,75.0682504,5.604166508,8.738182068,11.872197627999995
