ReadDateTime,merchantId,PV,FV,Total
2023-12-31,119001,1405834,145755,1551589
2024-01-31,119001,1374360,136828,1511188
2024-02-29,119001,1374468,142789,1517257
2024-03-31,119001,1369928,150752,1520680
2024-04-30,119001,1343440,129446,1472886
2024-05-31,119001,1487160,140072,1627232
2023-05-31,119002,3,0,3
2023-06-30,119002,376528,68116,444644
2023-07-31,119002,381168,69906,451074
2023-08-31,119002,385836,73049,458885
2023-09-30,119002,346296,68504,414800
2023-10-31,119002,383726,75705,459431
2023-11-30,119002,388583,68243,456826
2023-12-31,119002,400866,68678,469544
2024-01-31,119002,406580,63305,469885
2024-02-29,119002,377908,67619,445527
2024-03-31,119002,383976,74025,458001
2024-04-30,119002,382786,66445,449231
2024-05-31,119002,432137,77535,509672
2023-05-31,120001,3,3,6
2023-06-30,120001,352794,44126,396920
2023-07-31,120001,345912,41744,387656
2023-08-31,120001,354534,45849,400383
2023-09-30,120001,334380,39913,374293
2023-10-31,120001,417674,46346,464020
2023-11-30,120001,427352,44555,471907
2023-12-31,120001,456150,48732,504882
2024-01-31,120001,384647,44075,428722
2024-02-29,120001,361146,46809,407955
2024-03-31,120001,377241,47905,425146
2024-04-30,120001,413171,42185,455356
2024-05-31,120001,471754,45782,517536
2023-05-31,120002,4,2,6
2023-06-30,120002,374831,47019,421850
2023-07-31,120002,365005,43745,408750
2023-08-31,120002,374431,47727,422158
2023-09-30,120002,359579,42542,402121
2023-10-31,120002,454803,47518,502321
2023-11-30,120002,451040,46622,497662
2023-12-31,120002,482233,50750,532983
2024-01-31,120002,404606,46023,450629
2024-02-29,120002,382904,50299,433203
2024-03-31,120002,402819,51530,454349
2024-04-30,120002,451548,44296,495844
2024-05-31,120002,508426,47890,556316
2023-05-31,127004,2,2,4
2023-06-30,127004,43848,112129,155977
2023-07-31,127004,37013,117237,154250
2023-08-31,127004,35646,118339,153985
2023-09-30,127004,33643,109763,143406
2023-10-31,127004,36315,121508,157823
2023-11-30,127004,37224,103994,141218
2023-12-31,127004,43382,115770,159152
2024-01-31,127004,38307,106978,145285
2024-02-29,127004,41354,119017,160371
2024-03-31,127004,41999,127613,169612
2024-04-30,127004,39147,115875,155022
2024-05-31,127004,41996,129899,171895
2023-05-31,131001,5,4,9
2023-06-30,131001,169336,203801,373137
2023-07-31,131001,154019,210767,364786
2023-08-31,131001,169361,219186,388547
2023-09-30,131001,144123,208840,352963
2023-10-31,131001,144220,238784,383004
2023-11-30,131001,190598,193476,384074
2023-12-31,131001,196234,215537,411771
2024-01-31,131001,174315,206311,380626
2024-02-29,131001,171138,224984,396122
2024-03-31,131001,167682,248445,416127
2024-04-30,131001,169851,219858,389709
2024-05-31,131001,188400,212837,401237
2023-05-31,132001,25,25,50
2023-06-30,132001,323631,217350,540981
2023-07-31,132001,298719,220432,519151
2023-08-31,132001,308339,228625,536964
2023-09-30,132001,265715,209970,475685
2023-10-31,132001,289499,231845,521344
2023-11-30,132001,296795,193170,489965
2023-12-31,132001,324729,213240,537969
2024-01-31,132001,305582,202503,508085
2024-02-29,132001,314667,225895,540562
2024-03-31,132001,315991,256004,571995
2024-04-30,132001,322673,237241,559914
2024-05-31,132001,331139,235976,567115
2023-05-31,132002,9,5,14
2023-06-30,132002,245566,59234,304800
2023-07-31,132002,229518,58604,288122
2023-08-31,132002,232018,58587,290605
2023-09-30,132002,198075,53405,251480
2023-10-31,132002,229978,65006,294984
2023-11-30,132002,216434,54782,271216
2023-12-31,132002,240190,58735,298925
2024-01-31,132002,225763,53599,279362
2024-02-29,132002,239419,58392,297811
2024-03-31,132002,232171,60018,292189
2024-04-30,132002,242179,58591,300770
2024-05-31,132002,246732,62409,309141
2023-05-31,137001,29,18,47
2023-06-30,137001,303730,211582,515312
2023-07-31,137001,266245,208562,474807
2023-08-31,137001,267433,205664,473097
2023-09-30,137001,232099,177334,409433
2023-10-31,137001,267531,220648,488179
2023-11-30,137001,295130,189157,484287
2023-12-31,137001,314428,195715,510143
2024-01-31,137001,286780,186312,473092
2024-02-29,137001,290843,211666,502509
2024-03-31,137001,288655,225339,513994
2024-04-30,137001,301825,209915,511740
2024-05-31,137001,319487,225121,544608
2023-05-31,138001,4,1,5
2023-06-30,138001,121891,166107,287998
2023-07-31,138001,102975,163129,266104
2023-08-31,138001,103841,164376,268217
2023-09-30,138001,88334,147419,235753
2023-10-31,138001,106592,175914,282506
2023-11-30,138001,114215,154514,268729
2023-12-31,138001,119919,173536,293455
2024-01-31,138001,107092,162065,269157
2024-02-29,138001,109228,176841,286069
2024-03-31,138001,106652,188711,295363
2024-04-30,138001,109988,172829,282817
2024-05-31,138001,119616,182817,302433
2023-05-31,139001,12,7,19
2023-06-30,139001,134366,195954,330320
2023-07-31,139001,126405,210981,337386
2023-08-31,139001,142170,223886,366056
2023-09-30,139001,121642,207170,328812
2023-10-31,139001,124910,239694,364604
2023-11-30,139001,165216,195014,360230
2023-12-31,139001,171560,205454,377014
2024-01-31,139001,153926,185357,339283
2024-02-29,139001,153511,206206,359717
2024-03-31,139001,167561,227834,395395
2024-04-30,139001,166552,196371,362923
2024-05-31,139001,181660,192251,373911
2023-05-31,139002,3,4,7
2023-06-30,139002,264536,262674,527210
2023-07-31,139002,240673,266498,507171
2023-08-31,139002,261086,262960,524046
2023-09-30,139002,219550,240609,460159
2023-10-31,139002,239460,270492,509952
2023-11-30,139002,304239,230067,534306
2023-12-31,139002,302483,266454,568937
2024-01-31,139002,274706,243542,518248
2024-02-29,139002,272782,268753,541535
2024-03-31,139002,276207,289646,565853
2024-04-30,139002,291486,251694,543180
2024-05-31,139002,305030,254973,560003
2023-05-31,154002,52,103,155
2023-06-30,154002,1002197,229552,1231749
2023-07-31,154002,796926,245710,1042636
2023-08-31,154002,886612,271718,1158330
2023-09-30,154002,822194,257607,1079801
2023-10-31,154002,916253,302677,1218930
2023-11-30,154002,977276,267215,1244491
2023-12-31,154002,996667,268051,1264718
2024-01-31,154002,892835,222758,1115593
2024-02-29,154002,294271,75142,369413
2024-03-31,154002,16,0,16
2024-04-30,154002,5,0,5
2024-05-31,154002,3,0,3
2023-05-31,154003,131,32,163
2023-06-30,154003,1019963,147058,1167021
2023-07-31,154003,906417,147956,1054373
2023-08-31,154003,964341,156825,1121166
2023-09-30,154003,903807,153725,1057532
2023-10-31,154003,1016411,202704,1219115
2023-11-30,154003,1072991,180854,1253845
2023-12-31,154003,1048131,165386,1213517
2024-01-31,154003,980929,132339,1113268
2024-02-29,154003,791515,100517,892032
2024-03-31,154003,1052575,137625,1190200
2024-04-30,154003,950421,131945,1082366
2024-05-31,154003,923741,140371,1064112
2023-05-31,155001,15,3,18
2023-06-30,155001,1157490,113415,1270905
2023-07-31,155001,821383,74969,896352
2023-08-31,155001,786553,74813,861366
2023-09-30,155001,837775,95066,932841
2023-10-31,155001,980108,116901,1097009
2023-11-30,155001,958273,98256,1056529
2023-12-31,155001,1033124,108590,1141714
2024-01-31,155001,938021,100426,1038447
2024-02-29,155001,921271,105123,1026394
2024-03-31,155001,1014898,115939,1130837
2024-04-30,155001,1003889,109507,1113396
2024-05-31,155001,1062829,120653,1183482
2023-05-31,157001,1,0,1
2023-06-30,157001,907187,96402,1003589
2023-07-31,157001,715149,108143,823292
2023-08-31,157001,752174,114631,866805
2023-09-30,157001,733558,116914,850472
2023-10-31,157001,830167,111878,942045
2023-11-30,157001,877858,100700,978558
2023-12-31,157001,865900,97243,963143
2024-01-31,157001,809190,86254,895444
2024-02-29,157001,765373,86844,852217
2024-03-31,157001,934578,111256,1045834
2024-04-30,157001,890963,107774,998737
2024-05-31,157001,903900,109303,1013203
2023-05-31,158001,4,5,9
2023-06-30,158001,267860,92123,359983
2023-07-31,158001,204350,82878,287228
2023-08-31,158001,184660,88871,273531
2023-09-30,158001,186005,86430,272435
2023-10-31,158001,217879,116618,334497
2023-11-30,158001,225026,96712,321738
2023-12-31,158001,229121,89992,319113
2024-01-31,158001,205426,78003,283429
2024-02-29,158001,185519,70498,256017
2024-03-31,158001,233996,93327,327323
2024-04-30,158001,224498,87872,312370
2024-05-31,158001,236529,99266,335795
2023-05-31,159001,16,5,21
2023-06-30,159001,357739,101195,458934
2023-07-31,159001,291889,92233,384122
2023-08-31,159001,250576,85174,335750
2023-09-30,159001,267713,85630,353343
2023-10-31,159001,313182,123672,436854
2023-11-30,159001,320331,100112,420443
2023-12-31,159001,330868,96749,427617
2024-01-31,159001,312889,82158,395047
2024-02-29,159001,278155,73571,351726
2024-03-31,159001,329197,99185,428382
2024-04-30,159001,302421,92590,395011
2024-05-31,159001,302891,101556,404447
2023-05-31,163001,60,13,73
2023-06-30,163001,303964,138075,442039
2023-07-31,163001,272874,138736,411610
2023-08-31,163001,273787,138236,412023
2023-09-30,163001,252812,124294,377106
2023-10-31,163001,245146,151773,396919
2023-11-30,163001,306368,132701,439069
2023-12-31,163001,314457,155550,470007
2024-01-31,163001,271927,142368,414295
2024-02-29,163001,277116,154784,431900
2024-03-31,163001,311251,160080,471331
2024-04-30,163001,291643,145082,436725
2024-05-31,163001,288909,152527,441436
2023-05-31,163002,52,5,57
2023-06-30,163002,269329,137662,406991
2023-07-31,163002,241045,138320,379365
2023-08-31,163002,235157,137683,372840
2023-09-30,163002,218444,124184,342628
2023-10-31,163002,208113,151817,359930
2023-11-30,163002,262074,133017,395091
2023-12-31,163002,273105,156532,429637
2024-01-31,163002,228776,143181,371957
2024-02-29,163002,232370,156508,388878
2024-03-31,163002,271975,162048,434023
2024-04-30,163002,250805,145872,396677
2024-05-31,163002,252763,154126,406889
2023-05-31,176002,7,2,9
2023-06-30,176002,269459,88372,357831
2023-07-31,176002,259104,96963,356067
2023-08-31,176002,273071,96315,369386
2023-09-30,176002,245987,87268,333255
2023-10-31,176002,271088,96926,368014
2023-11-30,176002,252134,81975,334109
2023-12-31,176002,258920,80938,339858
2024-01-31,176002,280673,85722,366395
2024-02-29,176002,256401,91697,348098
2024-03-31,176002,298446,96459,394905
2024-04-30,176002,276218,86051,362269
2024-05-31,176002,327973,88689,416662
2023-05-31,176003,7,4,11
2023-06-30,176003,222336,103736,326072
2023-07-31,176003,216561,109155,325716
2023-08-31,176003,236696,119213,355909
2023-09-30,176003,208964,116227,325191
2023-10-31,176003,236868,122873,359741
2023-11-30,176003,218612,110437,329049
2023-12-31,176003,164931,72193,237124
2024-01-31,176003,268412,115158,383570
2024-02-29,176003,223022,116764,339786
2024-03-31,176003,247229,128077,375306
2024-04-30,176003,244302,119298,363600
2024-05-31,176003,303850,131964,435814
2023-05-31,177001,30,6,36
2023-06-30,177001,325861,42616,368477
2023-07-31,177001,325797,51912,377709
2023-08-31,177001,338967,53048,392015
2023-09-30,177001,304725,48563,353288
2023-10-31,177001,335424,60707,396131
2023-11-30,177001,318251,38756,357007
2023-12-31,177001,348695,48306,397001
2024-01-31,177001,364716,45696,410412
2024-02-29,177001,328930,55170,384100
2024-03-31,177001,324431,62429,386860
2024-04-30,177001,314266,49714,363980
2024-05-31,177001,332377,45703,378080
2023-05-31,180001,6,10,16
2023-06-30,180001,384029,151868,535897
2023-07-31,180001,349869,151571,501440
2023-08-31,180001,356093,150930,507023
2023-09-30,180001,343799,143661,487460
2023-10-31,180001,386092,178833,564925
2023-11-30,180001,440737,163775,604512
2023-12-31,180001,424554,169062,593616
2024-01-31,180001,364479,152736,517215
2024-02-29,180001,418221,163520,581741
2024-03-31,180001,428448,173541,601989
2024-04-30,180001,422214,160462,582676
2024-05-31,180001,388433,168270,556703
2023-05-31,180002,12,7,19
2023-06-30,180002,145500,140811,286311
2023-07-31,180002,122659,129642,252301
2023-08-31,180002,120949,129902,250851
2023-09-30,180002,113826,129082,242908
2023-10-31,180002,132597,161906,294503
2023-11-30,180002,158729,148679,307408
2023-12-31,180002,148163,152766,300929
2024-01-31,180002,124936,134442,259378
2024-02-29,180002,148784,144517,293301
2024-03-31,180002,154431,155257,309688
2024-04-30,180002,149640,144846,294486
2024-05-31,180002,130224,153419,283643
2023-05-31,182001,1,3,4
2023-06-30,182001,79095,137628,216723
2023-07-31,182001,64177,138841,203018
2023-08-31,182001,61624,134158,195782
2023-09-30,182001,54478,125360,179838
2023-10-31,182001,64115,154060,218175
2023-11-30,182001,88457,146011,234468
2023-12-31,182001,85277,161737,247014
2024-01-31,182001,62039,118439,180478
2024-02-29,182001,71855,133128,204983
2024-03-31,182001,80931,140717,221648
2024-04-30,182001,80316,135688,216004
2024-05-31,182001,71303,151124,222427
2023-05-31,183001,4,6,10
2023-06-30,183001,206893,139594,346487
2023-07-31,183001,174989,140840,315829
2023-08-31,183001,169555,135926,305481
2023-09-30,183001,152679,128534,281213
2023-10-31,183001,167474,158641,326115
2023-11-30,183001,213813,152282,366095
2023-12-31,183001,208395,169626,378021
2024-01-31,183001,171500,122350,293850
2024-02-29,183001,197879,140146,338025
2024-03-31,183001,202696,146760,349456
2024-04-30,183001,199719,134645,334364
2024-05-31,183001,186533,149979,336512
2023-05-31,184001,2,1,3
2023-06-30,184001,95209,154585,249794
2023-07-31,184001,70627,147468,218095
2023-08-31,184001,63974,142270,206244
2023-09-30,184001,58528,138464,196992
2023-10-31,184001,76278,174181,250459
2023-11-30,184001,107298,168089,275387
2023-12-31,184001,101102,183274,284376
2024-01-31,184001,68213,136215,204428
2024-02-29,184001,90648,163310,253958
2024-03-31,184001,98707,172738,271445
2024-04-30,184001,98229,163924,262153
2024-05-31,184001,92206,181575,273781
2023-05-31,193001,5,3,8
2023-06-30,193001,974437,149055,1123492
2023-07-31,193001,727625,98919,826544
2023-08-31,193001,704240,111213,815453
2023-09-30,193001,767197,137757,904954
2023-10-31,193001,891738,175569,1067307
2023-11-30,193001,985820,137050,1122870
2023-12-31,193001,930983,149088,1080071
2024-01-31,193001,788843,132364,921207
2024-02-29,193001,856238,139694,995932
2024-03-31,193001,934318,137727,1072045
2024-04-30,193001,976755,140521,1117276
2024-05-31,193001,979733,147745,1127478
2023-05-31,194001,5,1,6
2023-06-30,194001,683426,124334,807760
2023-07-31,194001,480183,84751,564934
2023-08-31,194001,467658,96193,563851
2023-09-30,194001,526080,119610,645690
2023-10-31,194001,606754,149215,755969
2023-11-30,194001,656327,125220,781547
2023-12-31,194001,655166,139188,794354
2024-01-31,194001,555835,126741,682576
2024-02-29,194001,581967,135122,717089
2024-03-31,194001,652495,134566,787061
2024-04-30,194001,670183,135628,805811
2024-05-31,194001,662999,143173,806172
2023-05-31,196001,4,0,4
2023-06-30,196001,437045,121260,558305
2023-07-31,196001,400039,105297,505336
2023-08-31,196001,394023,109830,503853
2023-09-30,196001,360740,107646,468386
2023-10-31,196001,431645,134393,566038
2023-11-30,196001,448935,136423,585358
2023-12-31,196001,457046,152259,609305
2024-01-31,196001,392550,113451,506001
2024-02-29,196001,470886,122119,593005
2024-03-31,196001,477842,123634,601476
2024-04-30,196001,473009,116527,589536
2024-05-31,196001,451978,123144,575122
2023-05-31,197001,9,3,12
2023-06-30,197001,319572,114469,434041
2023-07-31,197001,275306,102585,377891
2023-08-31,197001,269018,106619,375637
2023-09-30,197001,249560,105606,355166
2023-10-31,197001,302881,134199,437080
2023-11-30,197001,324948,134149,459097
2023-12-31,197001,326287,147199,473486
2024-01-31,197001,278619,108702,387321
2024-02-29,197001,324982,115120,440102
2024-03-31,197001,326268,114680,440948
2024-04-30,197001,324599,109751,434350
2024-05-31,197001,314976,115017,429993
2023-05-31,199001,935,1290,2225
2023-06-30,199001,44543,99019,143562
2023-07-31,199001,36530,91586,128116
2023-08-31,199001,34843,87486,122329
2023-09-30,199001,30877,82255,113132
2023-10-31,199001,36900,107644,144544
2023-11-30,199001,41416,102405,143821
2023-12-31,199001,44035,99506,143541
2024-01-31,199001,34611,94511,129122
2024-02-29,199001,40776,102345,143121
2024-03-31,199001,44018,111294,155312
2024-04-30,199001,44280,102539,146819
2024-05-31,199001,43634,109473,153107
2023-05-31,199002,1175,1103,2278
2023-06-30,199002,54026,86405,140431
2023-07-31,199002,50694,90945,141639
2023-08-31,199002,47694,91801,139495
2023-09-30,199002,34637,71206,105843
2023-10-31,199002,39930,82675,122605
2023-11-30,199002,42230,78997,121227
2023-12-31,199002,45349,86950,132299
2024-01-31,199002,38164,81954,120118
2024-02-29,199002,46338,84140,130478
2024-03-31,199002,47956,89061,137017
2024-04-30,199002,51084,80491,131575
2024-05-31,199002,44436,84374,128810
2023-05-31,199003,1209,309,1518
2023-06-30,199003,30682,12109,42791
2023-07-31,199003,25267,10048,35315
2023-08-31,199003,21659,8309,29968
2023-09-30,199003,10915,6621,17536
2023-10-31,199003,14190,8986,23176
2023-11-30,199003,15993,8447,24440
2023-12-31,199003,16424,8690,25114
2024-01-31,199003,14445,9015,23460
2024-02-29,199003,15532,9836,25368
2024-03-31,199003,14832,9984,24816
2024-04-30,199003,15665,10487,26152
2024-05-31,199003,14160,11566,25726
2023-05-31,199004,506,209,715
2023-06-30,199004,17339,15831,33170
2023-07-31,199004,14447,12666,27113
2023-08-31,199004,12920,11386,24306
2023-09-30,199004,8443,8775,17218
2023-10-31,199004,12826,12249,25075
2023-11-30,199004,15492,11490,26982
2023-12-31,199004,15381,12051,27432
2024-01-31,199004,12036,10997,23033
2024-02-29,199004,17081,13136,30217
2024-03-31,199004,16153,15561,31714
2024-04-30,199004,17676,15733,33409
2024-05-31,199004,15964,16353,32317
2023-05-31,209001,24,35,59
2023-06-30,209001,130249,157193,287442
2023-07-31,209001,120492,164463,284955
2023-08-31,209001,118609,163796,282405
2023-09-30,209001,108100,150132,258232
2023-10-31,209001,132802,160512,293314
2023-11-30,209001,139806,169281,309087
2023-12-31,209001,152914,177338,330252
2024-01-31,209001,128355,164710,293065
2024-02-29,209001,133821,174842,308663
2024-03-31,209001,139585,181414,320999
2024-04-30,209001,137661,163040,300701
2024-05-31,209001,130162,174891,305053
2023-05-31,210001,4,9,13
2023-06-30,210001,173454,176898,350352
2023-07-31,210001,159995,158808,318803
2023-08-31,210001,150344,163901,314245
2023-09-30,210001,131451,159747,291198
2023-10-31,210001,151157,150623,301780
2023-11-30,210001,151613,172348,323961
2023-12-31,210001,166405,181783,348188
2024-01-31,210001,158397,179949,338346
2024-02-29,210001,153632,177486,331118
2024-03-31,210001,172631,197742,370373
2024-04-30,210001,165600,173662,339262
2024-05-31,210001,165569,180256,345825
2023-05-31,210002,12,9,21
2023-06-30,210002,152023,162328,314351
2023-07-31,210002,139954,135406,275360
2023-08-31,210002,137231,136678,273909
2023-09-30,210002,125713,124858,250571
2023-10-31,210002,145674,122244,267918
2023-11-30,210002,145471,169895,315366
2023-12-31,210002,158022,188107,346129
2024-01-31,210002,146603,178169,324772
2024-02-29,210002,139493,187671,327164
2024-03-31,210002,160911,206309,367220
2024-04-30,210002,150178,172750,322928
2024-05-31,210002,152000,176759,328759
2023-05-31,212001,1,1,2
2023-06-30,212001,50005,126977,176982
2023-07-31,212001,42725,129780,172505
2023-08-31,212001,42528,126822,169350
2023-09-30,212001,39531,123091,162622
2023-10-31,212001,49778,139465,189243
2023-11-30,212001,43522,130922,174444
2023-12-31,212001,53961,132030,185991
2024-01-31,212001,50780,123895,174675
2024-02-29,212001,48637,134884,183521
2024-03-31,212001,51776,149700,201476
2024-04-30,212001,48492,141198,189690
2024-05-31,212001,53567,148776,202343
2023-05-31,215001,15,17,32
2023-06-30,215001,93346,202348,295694
2023-07-31,215001,86892,137888,224780
2023-08-31,215001,84332,153049,237381
2023-09-30,215001,77406,128100,205506
2023-10-31,215001,96354,172766,269120
2023-11-30,215001,99625,163725,263350
2023-12-31,215001,101590,192046,293636
2024-01-31,215001,82021,160892,242913
2024-02-29,215001,92367,191103,283470
2024-03-31,215001,87190,185217,272407
2024-04-30,215001,91831,188836,280667
2024-05-31,215001,82442,184324,266766
2023-05-31,215002,7,6,13
2023-06-30,215002,42346,122205,164551
2023-07-31,215002,35892,116195,152087
2023-08-31,215002,33896,113069,146965
2023-09-30,215002,30796,95225,126021
2023-10-31,215002,36708,123601,160309
2023-11-30,215002,38284,117052,155336
2023-12-31,215002,41635,137332,178967
2024-01-31,215002,33296,111012,144308
2024-02-29,215002,40839,140980,181819
2024-03-31,215002,39114,139797,178911
2024-04-30,215002,42266,132149,174415
2024-05-31,215002,37058,124277,161335
2023-05-31,216001,52,8,60
2023-06-30,216001,1058203,74531,1132734
2023-07-31,216001,597183,62306,659489
2023-08-31,216001,701438,76715,778153
2023-09-30,216001,690830,68213,759043
2023-10-31,216001,840219,78533,918752
2023-11-30,216001,848074,71733,919807
2023-12-31,216001,785733,82001,867734
2024-01-31,216001,662444,78151,740595
2024-02-29,216001,711514,86428,797942
2024-03-31,216001,826784,88948,915732
2024-04-30,216001,825680,77026,902706
2024-05-31,216001,936989,83909,1020898
2023-05-31,217001,12,1,13
2023-06-30,217001,240311,104638,344949
2023-07-31,217001,245733,105877,351610
2023-08-31,217001,250763,107311,358074
2023-09-30,217001,222152,100301,322453
2023-10-31,217001,253869,117054,370923
2023-11-30,217001,253246,103215,356461
2023-12-31,217001,294361,118802,413163
2024-01-31,217001,288402,113077,401479
2024-02-29,217001,265620,111810,377430
2024-03-31,217001,252669,116239,368908
2024-04-30,217001,245287,107441,352728
2024-05-31,217001,264141,116694,380835
2023-05-31,235001,1,0,1
2023-06-30,235001,113676,45174,158850
2023-07-31,235001,108834,44490,153324
2023-08-31,235001,123008,49391,172399
2023-09-30,235001,128250,41657,169907
2023-10-31,235001,118259,53405,171664
2023-11-30,235001,140626,42202,182828
2023-12-31,235001,143760,51394,195154
2024-01-31,235001,134722,49730,184452
2024-02-29,235001,137721,51467,189188
2024-03-31,235001,132741,52914,185655
2024-04-30,235001,138456,45627,184083
2024-05-31,235001,151536,51872,203408
2023-05-31,235002,3,0,3
2023-06-30,235002,276787,67482,344269
2023-07-31,235002,255559,66432,321991
2023-08-31,235002,268457,68605,337062
2023-09-30,235002,249979,60693,310672
2023-10-31,235002,259236,71136,330372
2023-11-30,235002,325701,59850,385551
2023-12-31,235002,329129,68560,397689
2024-01-31,235002,306471,63283,369754
2024-02-29,235002,301738,66162,367900
2024-03-31,235002,294856,68298,363154
2024-04-30,235002,285944,66217,352161
2024-05-31,235002,315051,69432,384483
2023-03-31,239100,938,119,1057
2023-04-30,239100,0,0,0
2023-05-31,239100,88,26,114
2023-06-30,239100,407316,108759,516075
2023-07-31,239100,390142,125879,516021
2023-08-31,239100,426272,124538,550810
2023-09-30,239100,402804,109876,512680
2023-10-31,239100,463199,139243,602442
2023-11-30,239100,547443,130850,678293
2023-12-31,239100,532606,132492,665098
2024-01-31,239100,464441,114911,579352
2024-02-29,239100,534224,122675,656899
2024-03-31,239100,559297,140136,699433
2024-04-30,239100,524639,126089,650728
2024-05-31,239100,507017,134778,641795
2023-05-31,239101,27,1,28
2023-06-30,239101,212421,87419,299840
2023-07-31,239101,180899,91035,271934
2023-08-31,239101,185177,96795,281972
2023-09-30,239101,176564,90004,266568
2023-10-31,239101,207294,118812,326106
2023-11-30,239101,247484,110541,358025
2023-12-31,239101,237250,109150,346400
2024-01-31,239101,199242,94459,293701
2024-02-29,239101,235939,100921,336860
2024-03-31,239101,246373,110397,356770
2024-04-30,239101,226979,99208,326187
2024-05-31,239101,212794,106212,319006
2023-05-31,239300,9,2,11
2023-06-30,239300,179967,45957,225924
2023-07-31,239300,169377,43309,212686
2023-08-31,239300,181602,42069,223671
2023-09-30,239300,165703,36939,202642
2023-10-31,239300,192269,42313,234582
2023-11-30,239300,180630,40064,220694
2023-12-31,239300,192483,41879,234362
2024-01-31,239300,213166,36744,249910
2024-02-29,239300,185267,38328,223595
2024-03-31,239300,192325,41780,234105
2024-04-30,239300,191722,70525,262247
2024-05-31,239300,195367,40309,235676
2023-05-31,239301,4,1,5
2023-06-30,239301,191230,53875,245105
2023-07-31,239301,181276,51984,233260
2023-08-31,239301,194654,51026,245680
2023-09-30,239301,181949,44386,226335
2023-10-31,239301,208902,49711,258613
2023-11-30,239301,197804,49491,247295
2023-12-31,239301,209845,52855,262700
2024-01-31,239301,219404,45446,264850
2024-02-29,239301,196227,49175,245402
2024-03-31,239301,200996,53476,254472
2024-04-30,239301,199661,87421,287082
2024-05-31,239301,195418,52614,248032
2023-05-31,239400,33,7,40
2023-06-30,239400,545220,47595,592815
2023-07-31,239400,477375,48189,525564
2023-08-31,239400,522676,48474,571150
2023-09-30,239400,479952,47989,527941
2023-10-31,239400,515347,57170,572517
2023-11-30,239400,534272,49449,583721
2023-12-31,239400,554164,55266,609430
