ReadDateTime,merchantId,PV,FV,Total
2024-04-30,330098,30957,5168,36125
2024-05-31,330098,28649,5918,34567
2023-05-31,330061,2,0,2
2023-06-30,330061,124938,31589,156527
2023-07-31,330061,107160,36224,143384
2023-08-31,330061,107957,39879,147836
2023-09-30,330061,106510,31332,137842
2023-10-31,330061,116786,37038,153824
2023-11-30,330061,127543,33680,161223
2023-12-31,330061,131689,38454,170143
2024-01-31,330061,119606,33752,153358
2024-02-29,330061,131592,39188,170780
2024-03-31,330061,125885,39503,165388
2024-04-30,330061,134988,39207,174195
2024-05-31,330061,132255,41383,173638
2023-05-31,330116,32,20,52
2023-06-30,330116,62821,39882,102703
2023-07-31,330116,63007,40842,103849
2023-08-31,330116,65673,43820,109493
2023-09-30,330116,64220,35666,99886
2023-10-31,330116,66393,46641,113034
2023-11-30,330116,82249,35769,118018
2023-12-31,330116,77697,42371,120068
2024-01-31,330116,74794,41797,116591
2024-02-29,330116,76721,43379,120100
2024-03-31,330116,76508,45227,121735
2024-04-30,330116,77079,38421,115500
2024-05-31,330116,82373,44275,126648
2023-05-31,330117,10,3,13
2023-06-30,330117,49969,39783,89752
2023-07-31,330117,46769,40281,87050
2023-08-31,330117,49758,43224,92982
2023-09-30,330117,53009,35518,88527
2023-10-31,330117,53142,45311,98453
2023-11-30,330117,66407,35215,101622
2023-12-31,330117,64595,41163,105758
2024-01-31,330117,64039,40609,104648
2024-02-29,330117,65290,41992,107282
2024-03-31,330117,65023,43555,108578
2024-04-30,330117,63046,37363,100409
2024-05-31,330117,68940,40489,109429
2023-05-31,340029,8,3,11
2023-06-30,340029,99546,28874,128420
2023-07-31,340029,87815,26760,114575
2023-08-31,340029,99774,27552,127326
2023-09-30,340029,84676,24196,108872
2023-10-31,340029,93449,30157,123606
2023-11-30,340029,106871,28782,135653
2023-12-31,340029,114310,32715,147025
2024-01-31,340029,98007,34165,132172
2024-02-29,340029,99618,37899,137517
2024-03-31,340029,98590,41208,139798
2024-04-30,340029,101482,36275,137757
2024-05-31,340029,112798,32968,145766
2023-06-30,340026,57108,12042,69150
2023-07-31,340026,54348,10444,64792
2023-08-31,340026,61294,10553,71847
2023-09-30,340026,50976,9473,60449
2023-10-31,340026,52766,11402,64168
2023-11-30,340026,64486,10142,74628
2023-12-31,340026,64978,15730,80708
2024-01-31,340026,62117,12387,74504
2024-02-29,340026,56408,12030,68438
2024-03-31,340026,58974,12610,71584
2024-04-30,340026,60190,11140,71330
2024-05-31,340026,65715,11885,77600
2023-05-31,340024,5,5,10
2023-06-30,340024,94001,31100,125101
2023-07-31,340024,85985,27637,113622
2023-08-31,340024,97273,28695,125968
2023-09-30,340024,79037,24713,103750
2023-10-31,340024,93153,31397,124550
2023-11-30,340024,99017,30414,129431
2023-12-31,340024,104370,35339,139709
2024-01-31,340024,93948,36778,130726
2024-02-29,340024,97602,39772,137374
2024-03-31,340024,93156,41308,134464
2024-04-30,340024,93091,35118,128209
2024-05-31,340024,100750,32793,133543
2023-05-31,340025,2,0,2
2023-06-30,340025,84172,12281,96453
2023-07-31,340025,78898,11960,90858
2023-08-31,340025,98229,11577,109806
2023-09-30,340025,69371,10896,80267
2023-10-31,340025,72731,12966,85697
2023-11-30,340025,82163,12281,94444
2023-12-31,340025,87641,14168,101809
2024-01-31,340025,83962,12961,96923
2024-02-29,340025,83812,13211,97023
2024-03-31,340025,90980,14035,105015
2024-04-30,340025,85017,13026,98043
2024-05-31,340025,92003,15107,107110
2023-05-31,340028,8,2,10
2023-06-30,340028,38860,8259,47119
2023-07-31,340028,37557,8295,45852
2023-08-31,340028,40346,8768,49114
2023-09-30,340028,37176,8393,45569
2023-10-31,340028,40755,9685,50440
2023-11-30,340028,58193,9880,68073
2023-12-31,340028,53264,10266,63530
2024-01-31,340028,47915,9769,57684
2024-02-29,340028,48332,10708,59040
2024-03-31,340028,52084,10866,62950
2024-04-30,340028,55877,10130,66007
2024-05-31,340028,62936,9951,72887
2023-06-30,340027,50107,9297,59404
2023-07-31,340027,42915,7004,49919
2023-08-31,340027,48303,7524,55827
2023-09-30,340027,41272,6804,48076
2023-10-31,340027,45790,8362,54152
2023-11-30,340027,60454,7482,67936
2023-12-31,340027,61281,8727,70008
2024-01-31,340027,54493,8685,63178
2024-02-29,340027,50771,9022,59793
2024-03-31,340027,55381,10852,66233
2024-04-30,340027,61195,9910,71105
2024-05-31,340027,66980,9816,76796
2023-06-30,340023,57389,145590,202979
2023-07-31,340023,49455,147499,196954
2023-08-31,340023,50587,155835,206422
2023-09-30,340023,44755,145736,190491
2023-10-31,340023,57656,163022,220678
2023-11-30,340023,54777,143746,198523
2023-12-31,340023,60701,157465,218166
2024-01-31,340023,52652,144444,197096
2024-02-29,340023,52715,154468,207183
2024-03-31,340023,52882,166290,219172
2024-04-30,340023,56068,156210,212278
2024-05-31,340023,63070,169960,233030
2023-06-30,330071,32574,6103,38677
2023-07-31,330071,25121,6019,31140
2023-08-31,330071,24218,6132,30350
2023-09-30,330071,25378,5287,30665
2023-10-31,330071,31496,6504,38000
2023-11-30,330071,28498,5529,34027
2023-12-31,330071,27901,6304,34205
2024-01-31,330071,23691,5553,29244
2024-02-29,330071,29361,6116,35477
2024-03-31,330071,35783,5771,41554
2024-04-30,330071,57980,5994,63974
2024-05-31,330071,36555,6296,42851
2023-05-31,330062,2,0,2
2023-06-30,330062,31484,49808,81292
2023-07-31,330062,26718,41388,68106
2023-08-31,330062,24448,31757,56205
2023-09-30,330062,25123,33347,58470
2023-10-31,330062,27063,38141,65204
2023-11-30,330062,31372,33410,64782
2023-12-31,330062,32486,38300,70786
2024-01-31,330062,29719,35235,64954
2024-02-29,330062,33747,35548,69295
2024-03-31,330062,31972,36730,68702
2024-04-30,330062,33352,34858,68210
2024-05-31,330062,27887,32525,60412
2023-05-31,330073,2,3,5
2023-06-30,330073,90236,133520,223756
2023-07-31,330073,81863,129446,211309
2023-08-31,330073,83735,136632,220367
2023-09-30,330073,74228,120338,194566
2023-10-31,330073,73906,147730,221636
2023-11-30,330073,84935,122001,206936
2023-12-31,330073,94448,139598,234046
2024-01-31,330073,85572,128850,214422
2024-02-29,330073,83888,141603,225491
2024-03-31,330073,86319,155458,241777
2024-04-30,330073,82338,138941,221279
2024-05-31,330073,89801,144384,234185
2023-05-31,330072,37,17,54
2023-06-30,330072,34547,8674,43221
2023-07-31,330072,27676,8078,35754
2023-08-31,330072,27380,8207,35587
2023-09-30,330072,29906,7530,37436
2023-10-31,330072,35923,9485,45408
2023-11-30,330072,36375,7744,44119
2023-12-31,330072,34736,8769,43505
2024-01-31,330072,29978,8655,38633
2024-02-29,330072,35403,9103,44506
2024-03-31,330072,44184,9371,53555
2024-04-30,330072,72892,8786,81678
2024-05-31,330072,46742,9631,56373
2023-05-31,330070,10,12,22
2023-06-30,330070,6614,6459,13073
2023-07-31,330070,4802,5578,10380
2023-08-31,330070,4430,6275,10705
2023-09-30,330070,4064,4331,8395
2023-10-31,330070,4071,5341,9412
2023-11-30,330070,6006,5977,11983
2023-12-31,330070,5669,7214,12883
2024-01-31,330070,5317,6826,12143
2024-02-29,330070,6336,6265,12601
2024-03-31,330070,5270,6276,11546
2024-04-30,330070,6019,6407,12426
2024-05-31,330070,6518,6997,13515
2023-05-31,330069,1,0,1
2023-06-30,330069,13741,8277,22018
2023-07-31,330069,12671,8034,20705
2023-08-31,330069,12222,8670,20892
2023-09-30,330069,13952,6234,20186
2023-10-31,330069,13267,8655,21922
2023-11-30,330069,15113,8348,23461
2023-12-31,330069,15087,10018,25105
2024-01-31,330069,14841,8470,23311
2024-02-29,330069,17215,8899,26114
2024-03-31,330069,16083,8715,24798
2024-04-30,330069,16982,8355,25337
2024-05-31,330069,16050,8888,24938
2023-05-31,330007,0,5,5
2023-06-30,330007,241234,272352,513586
2023-07-31,330007,234983,269305,504288
2023-08-31,330007,237940,274995,512935
2023-09-30,330007,211072,247982,459054
2023-10-31,330007,215262,288348,503610
2023-11-30,330007,241096,244179,485275
2023-12-31,330007,257332,274257,531589
2024-01-31,330007,238622,254338,492960
2024-02-29,330007,236960,271144,508104
2024-03-31,330007,231663,289807,521470
2024-04-30,330007,226001,259084,485085
2024-05-31,330007,237968,275270,513238
2023-05-31,330004,0,1,1
2023-06-30,330004,71164,67866,139030
2023-07-31,330004,55968,62488,118456
2023-08-31,330004,57106,64844,121950
2023-09-30,330004,53431,66656,120087
2023-10-31,330004,65161,80059,145220
2023-11-30,330004,56362,66151,122513
2023-12-31,330004,60756,75824,136580
2024-01-31,330004,49265,69333,118598
2024-02-29,330004,55130,67933,123063
2024-03-31,330004,62414,71314,133728
2024-04-30,330004,66450,65349,131799
2024-05-31,330004,54913,67547,122460
2023-05-31,330017,7,11,18
2023-06-30,330017,54302,75702,130004
2023-07-31,330017,43755,58880,102635
2023-08-31,330017,42162,45739,87901
2023-09-30,330017,43021,49762,92783
2023-10-31,330017,43393,57166,100559
2023-11-30,330017,44463,47121,91584
2023-12-31,330017,42954,53606,96560
2024-01-31,330017,40228,44709,84937
2024-02-29,330017,44647,41647,86294
2024-03-31,330017,43318,40876,84194
2024-04-30,330017,44017,36065,80082
2024-05-31,330017,42061,30901,72962
2023-05-31,330002,1,1,2
2023-06-30,330002,113378,73044,186422
2023-07-31,330002,93245,70133,163378
2023-08-31,330002,98260,74575,172835
2023-09-30,330002,101873,69846,171719
2023-10-31,330002,102925,83639,186564
2023-11-30,330002,102230,74158,176388
2023-12-31,330002,113059,82245,195304
2024-01-31,330002,92553,77950,170503
2024-02-29,330002,95544,76693,172237
2024-03-31,330002,110642,78630,189272
2024-04-30,330002,108827,76683,185510
2024-05-31,330002,100912,75420,176332
2023-06-30,330008,207345,264275,471620
2023-07-31,330008,200611,261747,462358
2023-08-31,330008,204843,267896,472739
2023-09-30,330008,183406,241733,425139
2023-10-31,330008,183724,282905,466629
2023-11-30,330008,209856,236231,446087
2023-12-31,330008,218200,267315,485515
2024-01-31,330008,196695,247869,444564
2024-02-29,330008,199813,266522,466335
2024-03-31,330008,200376,282317,482693
2024-04-30,330008,186441,253001,439442
2024-05-31,330008,207116,269700,476816
2023-05-31,330016,8,8,16
2023-06-30,330016,72069,78614,150683
2023-07-31,330016,62646,62055,124701
2023-08-31,330016,62050,48944,110994
2023-09-30,330016,60470,52625,113095
2023-10-31,330016,59218,59699,118917
2023-11-30,330016,58198,48486,106684
2023-12-31,330016,60273,55100,115373
2024-01-31,330016,58764,45877,104641
2024-02-29,330016,64163,46994,111157
2024-03-31,330016,64092,45883,109975
2024-04-30,330016,67119,44262,111381
2024-05-31,330016,64113,41227,105340
2023-05-31,330003,1,1,2
2023-06-30,330003,106680,76053,182733
2023-07-31,330003,87458,70663,158121
2023-08-31,330003,91761,74330,166091
2023-09-30,330003,88905,70801,159706
2023-10-31,330003,99491,86185,185676
2023-11-30,330003,97337,72383,169720
2023-12-31,330003,104479,82997,187476
2024-01-31,330003,86424,77590,164014
2024-02-29,330003,92887,78420,171307
2024-03-31,330003,106946,80798,187744
2024-04-30,330003,105705,76194,181899
2024-05-31,330003,96093,78467,174560
2023-06-30,330097,79589,75458,155047
2023-07-31,330097,78681,67814,146495
2023-08-31,330097,80083,68535,148618
2023-09-30,330097,67758,55099,122857
2023-10-31,330097,72456,69519,141975
2023-11-30,330097,79283,55498,134781
2023-12-31,330097,88306,67590,155896
2024-01-31,330097,83637,60314,143951
2024-02-29,330097,83387,64026,147413
2024-03-31,330097,83675,67641,151316
2024-04-30,330097,84257,65921,150178
2024-05-31,330097,87235,69641,156876
2023-05-31,330054,44,8,52
2023-06-30,330054,162037,68623,230660
2023-07-31,330054,168936,68926,237862
2023-08-31,330054,183071,71620,254691
2023-09-30,330054,182270,65431,247701
2023-10-31,330054,171195,77928,249123
2023-11-30,330054,193946,64892,258838
2023-12-31,330054,194167,78868,273035
2024-01-31,330054,180014,75499,255513
2024-02-29,330054,180647,77449,258096
2024-03-31,330054,168209,77226,245435
2024-04-30,330054,173528,71125,244653
2024-05-31,330054,181721,71272,252993
2023-05-31,330055,2,5,7
2023-06-30,330055,181640,198489,380129
2023-07-31,330055,180307,189267,369574
2023-08-31,330055,183367,199034,382401
2023-09-30,330055,159470,171176,330646
2023-10-31,330055,164554,196439,360993
2023-11-30,330055,169926,159727,329653
2023-12-31,330055,191808,184564,376372
2024-01-31,330055,184028,175205,359233
2024-02-29,330055,185577,189602,375179
2024-03-31,330055,180390,208868,389258
2024-04-30,330055,174765,185238,360003
2024-05-31,330055,183544,196292,379836
2023-05-31,330053,25,6,31
2023-06-30,330053,185284,76447,261731
2023-07-31,330053,189333,76247,265580
2023-08-31,330053,204101,79381,283482
2023-09-30,330053,202009,71148,273157
2023-10-31,330053,194914,84639,279553
2023-11-30,330053,218565,71157,289722
2023-12-31,330053,218503,85986,304489
2024-01-31,330053,206104,82568,288672
2024-02-29,330053,208990,86006,294996
2024-03-31,330053,195090,84744,279834
2024-04-30,330053,202628,77628,280256
2024-05-31,330053,211790,77717,289507
2023-06-30,330057,49146,38002,87148
2023-07-31,330057,44970,28156,73126
2023-08-31,330057,45478,27040,72518
2023-09-30,330057,42060,24751,66811
2023-10-31,330057,44109,33303,77412
2023-11-30,330057,45042,26519,71561
2023-12-31,330057,48705,31782,80487
2024-01-31,330057,50119,32255,82374
2024-02-29,330057,50924,35234,86158
2024-03-31,330057,47080,39436,86516
2024-04-30,330057,51178,40082,91260
2024-05-31,330057,52281,45884,98165
2023-06-30,330058,33940,25812,59752
2023-07-31,330058,32416,19992,52408
2023-08-31,330058,31913,20183,52096
2023-09-30,330058,30762,18286,49048
2023-10-31,330058,30674,24375,55049
2023-11-30,330058,28498,18429,46927
2023-12-31,330058,31661,22652,54313
2024-01-31,330058,31277,22552,53829
2024-02-29,330058,33941,23608,57549
2024-03-31,330058,32087,24137,56224
2024-04-30,330058,32698,22988,55686
2024-05-31,330058,34903,25723,60626
2023-05-31,330059,11,0,11
2023-06-30,330059,240913,34762,275675
2023-07-31,330059,222032,32361,254393
2023-08-31,330059,224142,33636,257778
2023-09-30,330059,217844,31781,249625
2023-10-31,330059,227734,38575,266309
2023-11-30,330059,248931,32755,281686
2023-12-31,330059,245024,37034,282058
2024-01-31,330059,226234,32906,259140
2024-02-29,330059,247434,37495,284929
2024-03-31,330059,248091,37603,285694
2024-04-30,330059,253357,40101,293458
2024-05-31,330059,254357,40710,295067
2023-05-31,330056,2,0,2
2023-06-30,330056,118217,110308,228525
2023-07-31,330056,127851,109173,237024
2023-08-31,330056,133907,113346,247253
2023-09-30,330056,111925,102883,214808
2023-10-31,330056,95551,116196,211747
2023-11-30,330056,110510,96533,207043
2023-12-31,330056,134727,106934,241661
2024-01-31,330056,124303,105396,229699
2024-02-29,330056,118457,116129,234586
2024-03-31,330056,119969,122482,242451
2024-04-30,330056,110514,106488,217002
2024-05-31,330056,122429,107633,230062
2023-05-31,340047,8,2,10
2023-06-30,340047,143015,30559,173574
2023-07-31,340047,125994,26316,152310
2023-08-31,340047,137479,26814,164293
2023-09-30,340047,112757,23149,135906
2023-10-31,340047,124134,25443,149577
2023-11-30,340047,153872,25824,179696
2023-12-31,340047,169185,29731,198916
2024-01-31,340047,159273,32498,191771
2024-02-29,340047,148704,34565,183269
2024-03-31,340047,150502,37461,187963
2024-04-30,340047,148469,32109,180578
2024-05-31,340047,170991,27937,198928
2023-05-31,320113,12,5,17
2023-06-30,320113,123912,37926,161838
2023-07-31,320113,109473,31962,141435
2023-08-31,320113,112001,33427,145428
2023-09-30,320113,108185,30829,139014
2023-10-31,320113,132787,40561,173348
2023-11-30,320113,140655,39480,180135
2023-12-31,320113,147388,42832,190220
2024-01-31,320113,125590,37772,163362
2024-02-29,320113,129646,37190,166836
2024-03-31,320113,121568,32915,154483
2024-04-30,320113,135326,32935,168261
2024-05-31,320113,124207,34984,159191
2023-05-31,320114,3,0,3
2023-06-30,320114,81223,6263,87486
2023-07-31,320114,73809,5487,79296
2023-08-31,320114,75989,5161,81150
2023-09-30,320114,65860,4529,70389
2023-10-31,320114,68716,5327,74043
2023-11-30,320114,76972,5331,82303
2023-12-31,320114,83862,7664,91526
2024-01-31,320114,74426,6682,81108
2024-02-29,320114,83022,7347,90369
2024-03-31,320114,79544,8011,87555
2024-04-30,320114,80147,7909,88056
2024-05-31,320114,77055,8335,85390
2023-05-31,320110,1,2,3
2023-06-30,320110,54939,13203,68142
2023-07-31,320110,44317,11628,55945
2023-08-31,320110,42009,10935,52944
2023-09-30,320110,37100,9823,46923
2023-10-31,320110,53032,12477,65509
2023-11-30,320110,52517,13074,65591
2023-12-31,320110,53038,14949,67987
2024-01-31,320110,46141,15278,61419
2024-02-29,320110,51805,15079,66884
2024-03-31,320110,49300,14122,63422
2024-04-30,320110,61956,14223,76179
2024-05-31,320110,56260,13433,69693
2023-05-31,320112,8984,871,9855
2023-06-30,320112,752489,48763,801252
2023-07-31,320112,484532,39147,523679
2023-08-31,320112,567937,51114,619051
2023-09-30,320112,550477,47561,598038
2023-10-31,320112,622214,54483,676697
2023-11-30,320112,661014,46675,707689
2023-12-31,320112,636267,54173,690440
2024-01-31,320112,554191,51153,605344
2024-02-29,320112,585696,56776,642472
2024-03-31,320112,669311,60316,729627
2024-04-30,320112,655422,56034,711456
2024-05-31,320112,715628,59720,775348
2023-05-31,320111,19,13,32
2023-06-30,320111,30294,5448,35742
2023-07-31,320111,25391,5967,31358
2023-08-31,320111,23970,6027,29997
2023-09-30,320111,20293,5321,25614
2023-10-31,320111,24253,6396,30649
2023-11-30,320111,30656,6610,37266
2023-12-31,320111,31602,7768,39370
2024-01-31,320111,27019,8204,35223
2024-02-29,320111,30436,6669,37105
2024-03-31,320111,27881,6353,34234
2024-04-30,320111,32289,6862,39151
2024-05-31,320111,32267,6918,39185
2023-05-31,320109,0,2,2
2023-06-30,320109,110862,89174,200036
2023-07-31,320109,94707,87900,182607
2023-08-31,320109,97116,91799,188915
2023-09-30,320109,91286,79732,171018
2023-10-31,320109,105868,96896,202764
2023-11-30,320109,130873,94522,225395
2023-12-31,320109,124017,100865,224882
2024-01-31,320109,105328,89656,194984
2024-02-29,320109,131213,98150,229363
2024-03-31,320109,140928,104980,245908
2024-04-30,320109,134677,99523,234200
2024-05-31,320109,123830,107054,230884
2023-05-31,336010,179,31,210
2023-06-30,336010,119251,36451,155702
2023-07-31,336010,115716,30034,145750
2023-08-31,336010,167072,39199,206271
2023-09-30,336010,179061,35611,214672
2023-10-31,336010,147901,44195,192096
2023-11-30,336010,215125,42062,257187
2023-12-31,336010,188956,44529,233485
2024-01-31,336010,175141,40593,215734
2024-02-29,336010,157021,40286,197307
2024-03-31,336010,176433,43105,219538
2024-04-30,336010,157065,44092,201157
2024-05-31,336010,198416,46165,244581
2023-05-31,336014,7,9,16
2023-06-30,336014,33209,116142,149351
2023-07-31,336014,31997,128825,160822
2023-08-31,336014,31336,127816,159152
2023-09-30,336014,30288,112491,142779
2023-10-31,336014,32163,137431,169594
2023-11-30,336014,42114,116878,158992
2023-12-31,336014,37650,140594,178244
2024-01-31,336014,34487,128876,163363
2024-02-29,336014,37667,137250,174917
2024-03-31,336014,36222,136877,173099
2024-04-30,336014,39587,122361,161948
2024-05-31,336014,43117,131975,175092
2023-05-31,336013,0,10,10
2023-06-30,336013,56245,117363,173608
2023-07-31,336013,60752,132096,192848
2023-08-31,336013,62967,131202,194169
2023-09-30,336013,57053,115015,172068
2023-10-31,336013,59505,139106,198611
2023-11-30,336013,70420,120345,190765
2023-12-31,336013,67479,143213,210692
2024-01-31,336013,64110,131326,195436
2024-02-29,336013,67840,140180,208020
2024-03-31,336013,64860,139509,204369
2024-04-30,336013,69313,124757,194070
2024-05-31,336013,72737,134702,207439
2023-05-31,336015,101,17,118
2023-06-30,336015,158668,36387,195055
2023-07-31,336015,156766,33053,189819
2023-08-31,336015,185046,38415,223461
2023-09-30,336015,181778,29438,211216
2023-10-31,336015,159084,38495,197579
2023-11-30,336015,214529,33551,248080
2023-12-31,336015,190772,35753,226525
2024-01-31,336015,190628,32854,223482
2024-02-29,336015,176860,32168,209028
2024-03-31,336015,191946,33630,225576
2024-04-30,336015,179333,36829,216162
2024-05-31,336015,208394,40948,249342
2023-05-31,336012,537,3223,3760
2023-06-30,336012,45364,194103,239467
2023-07-31,336012,40751,213090,253841
2023-08-31,336012,40341,218095,258436
2023-09-30,336012,40189,185821,226010
2023-10-31,336012,38553,224406,262959
2023-11-30,336012,60050,196018,256068
2023-12-31,336012,46717,236001,282718
2024-01-31,336012,43170,218487,261657
2024-02-29,336012,48601,228219,276820
2024-03-31,336012,47441,232655,280096
2024-04-30,336012,50827,216990,267817
2024-05-31,336012,57485,226829,284314
2023-05-31,336011,0,4,4
2023-06-30,336011,67765,136436,204201
2023-07-31,336011,65847,152528,218375
2023-08-31,336011,65733,151857,217590
2023-09-30,336011,62539,137621,200160
2023-10-31,336011,70410,185004,255414
2023-11-30,336011,88971,146347,235318
2023-12-31,336011,75934,169988,245922
2024-01-31,336011,70218,152711,222929
2024-02-29,336011,78062,162505,240567
2024-03-31,336011,80626,164060,244686
2024-04-30,336011,84563,149104,233667
2024-05-31,336011,87719,158950,246669
2023-05-31,336009,6,0,6
2023-06-30,336009,84378,8421,92799
2023-07-31,336009,81590,7905,89495
2023-08-31,336009,115216,9555,124771
2023-09-30,336009,109590,10924,120514
2023-10-31,336009,89524,16833,106357
2023-11-30,336009,160720,13866,174586
2023-12-31,336009,146236,15925,162161
2024-01-31,336009,126484,16071,142555
2024-02-29,336009,97699,15489,113188
2024-03-31,336009,154420,16570,170990
2024-04-30,336009,118036,17405,135441
2024-05-31,336009,179502,16986,196488
2023-05-31,320095,0,1,1
2023-06-30,320095,134152,29109,163261
2023-07-31,320095,113630,27668,141298
2023-08-31,320095,109857,35726,145583
2023-09-30,320095,101117,35751,136868
2023-10-31,320095,117334,38081,155415
2023-11-30,320095,135445,35643,171088
2023-12-31,320095,133514,39037,172551
2024-01-31,320095,114904,29666,144570
2024-02-29,320095,164314,35052,199366
2024-03-31,320095,145788,45237,191025
2024-04-30,320095,142385,41081,183466
2024-05-31,320095,136009,39815,175824
2023-05-31,320090,3,0,3
2023-06-30,320090,36964,16771,53735
2023-07-31,320090,31502,10655,42157
2023-08-31,320090,29277,10525,39802
2023-09-30,320090,26456,9772,36228
2023-10-31,320090,31060,11701,42761
2023-11-30,320090,40718,14858,55576
2023-12-31,320090,39118,19212,58330
2024-01-31,320090,40021,36727,76748
2024-02-29,320090,34910,20305,55215
2024-03-31,320090,32608,18371,50979
2024-04-30,320090,36035,21648,57683
2024-05-31,320090,33600,15213,48813
2023-06-30,320092,44496,4521,49017
2023-07-31,320092,35320,4987,40307
2023-08-31,320092,34288,4379,38667
2023-09-30,320092,29576,3934,33510
2023-10-31,320092,35016,4856,39872
2023-11-30,320092,40851,5259,46110
2023-12-31,320092,44915,5411,50326
2024-01-31,320092,39089,7101,46190
2024-02-29,320092,42973,4175,47148
2024-03-31,320092,38009,4206,42215
2024-04-30,320092,44250,4670,48920
2024-05-31,320092,40651,4279,44930
2023-05-31,320093,1,1,2
2023-06-30,320093,38530,7270,45800
2023-07-31,320093,31783,5627,37410
2023-08-31,320093,32855,5806,38661
2023-09-30,320093,27171,5745,32916
2023-10-31,320093,32091,7262,39353
2023-11-30,320093,36577,7115,43692
2023-12-31,320093,41470,7929,49399
2024-01-31,320093,32227,6655,38882
2024-02-29,320093,37352,8056,45408
2024-03-31,320093,36487,8691,45178
2024-04-30,320093,36406,8245,44651
2024-05-31,320093,37681,8517,46198
2023-05-31,320091,7,11,18
2023-06-30,320091,50858,17825,68683
2023-07-31,320091,46050,22565,68615
2023-08-31,320091,41674,14333,56007
2023-09-30,320091,37971,13007,50978
2023-10-31,320091,48657,17130,65787
2023-11-30,320091,50345,19800,70145
2023-12-31,320091,42645,21389,64034
2024-01-31,320091,33865,17841,51706
2024-02-29,320091,40946,18755,59701
2024-03-31,320091,49549,21606,71155
2024-04-30,320091,58436,18524,76960
2024-05-31,320091,47006,19627,66633
2023-05-31,320094,0,2,2
2023-06-30,320094,40890,29457,70347
2023-07-31,320094,36064,21361,57425
2023-08-31,320094,35609,21759,57368
2023-09-30,320094,28054,18424,46478
2023-10-31,320094,37208,29444,66652
2023-11-30,320094,40837,26147,66984
2023-12-31,320094,42078,32460,74538
2024-01-31,320094,34715,31794,66509
2024-02-29,320094,41716,28187,69903
2024-03-31,320094,38633,30274,68907
2024-04-30,320094,40914,28221,69135
2024-05-31,320094,40253,28342,68595
2023-05-31,360047,2,0,2
2023-06-30,360047,189202,9852,199054
2023-07-31,360047,187743,9950,197693
2023-08-31,360047,201622,9782,211404
2023-09-30,360047,173014,8575,181589
2023-10-31,360047,194258,8799,203057
2023-11-30,360047,178892,8327,187219
2023-12-31,360047,203116,9480,212596
2024-01-31,360047,209533,9367,218900
2024-02-29,360047,192064,10893,202957
2024-03-31,360047,215598,10002,225600
2024-04-30,360047,196171,8243,204414
2024-05-31,360047,223702,8403,232105
2023-05-31,360044,1,0,1
2023-06-30,360044,110982,35824,146806
2023-07-31,360044,104368,33853,138221
2023-08-31,360044,107326,35260,142586
2023-09-30,360044,95590,33448,129038
2023-10-31,360044,108018,33739,141757
